ADP,Admissão,Desligamento,Desligado?,Iniciativa Desligamento,Tempo de Casa,Cod.Cargo,Cargo,Cod.Cargo Admissão,Cargo Admissão,CC,Area,Diretoria,Estado Civil,Educação,Idade Atual/ Desligamento,Idade na Admissão,Sexo,Banda,Nivel,Hora Extra 2016,Hora Negativa 2016,Ad. Noturno 2016,Absenteísmo 2016,Hora Extra 2017,Hora Negativa 2017,Ad. Noturno 2017,Absenteísmo 2017,2012/13 Rating,2012/13 Goal Achievement,2013/14 Rating,2013/14 Goal Achievement,2014/15 Rating,2014/15 Goal Achievement,2015/16 Rating,2015/16 Goal Achievement,2016/17 Rating,2016/17 Goal Achievement,AUMENTO 2012,AUMENTO 2013,AUMENTO 2014,AUMENTO 2015,AUMENTO 2016,AUMENTO 2017,DISSIDIO 2012,DISSIDIO 2013,DISSIDIO 2014,DISSIDIO 2015,DISSIDIO 2016,DISSIDIO 2017,MERITO 2012,MERITO 2013,MERITO 2014,MERITO 2015,MERITO 2016,MERITO 2017,PROMOÇÃO 2012,PROMOÇÃO 2013,PROMOÇÃO 2014,PROMOÇÃO 2015,PROMOÇÃO 2016,PROMOÇÃO 2017,PROMOVIDO
104,11/3/2008,9/14/2010,Y,Empregador ,1.9,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,44.013698630137,42.1506849315069,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
105,11/3/2008,12/2/2011,Y,Funcionário,3.1,814,COORDENADOR,710,ANALISTA JR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,29.3917808219178,26.3123287671233,H,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106,11/1/2008,3/17/2014,Y,Funcionário,5.4,796,COORDENADOR,745,COORDENADOR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,30.9561643835616,25.5808219178082,M,400,Middle Mgmt & Exp.Professionals,,,,,,,,,E,,Q,89.1,,,,,,,,,,,,,Y,Y,,,,,Y,Y,,,,,,,,,,,0
107,11/5/2008,4/16/2010,Y,Empregador ,1.4,705,ASSISTENTE,705,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,26.7835616438356,25.3397260273973,H,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
108,11/3/2008,4/1/2013,Y,Funcionário,4.4,835,ANALISTA PL,685,ASSISTENTE,1013,Treasury,Finance,SOLTEIRO,SUPERIOR COMPLETO,30.6794520547945,26.2684931506849,M,200,Entry Level,,,,,,,,,Q,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,1
109,11/10/2008,          ,N,,10.1,838,ANALISTA SR,727,ANALISTA PL,1009,Rooftop Management,Real Estate,SOLTEIRO,PÓS GRADUAÇÃO                      ,37,28.8657534246575,H,400,Middle Mgmt & Exp.Professionals,248.133333333333,12.85,28.4833333333333,0,75.6666666666667,6.25,2.1,0,Q,,Q,96.9,Q,104,Q,109,Q,105.3,,Y,,,,,Y,Y,Y,Y,Y,,,,,Y,,Y,Y,,,,,,1
110,11/13/2008,6/30/2009,Y,Funcionário,0.6,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,24.8493150684931,24.2219178082192,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
111,11/13/2008,5/11/2009,Y,Funcionário,0.5,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,25.813698630137,25.3232876712329,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
112,12/1/2008,3/9/2010,Y,Empregador ,1.3,650,ASSISTENTE,650,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,26.6109589041096,25.3424657534247,M,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
113,12/8/2008,6/22/2010,Y,Empregador ,1.5,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,CASADO,TÉCNICO COMPLETO                   ,46.9835616438356,45.4465753424658,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
114,12/3/2008,10/25/2011,Y,Funcionário,2.9,641,SUPERVISOR,641,SUPERVISOR,1230,Implementation,Operations,CASADO,TÉCNICO COMPLETO                   ,34.4821917808219,31.5890410958904,H,200,Entry Level,,,,,,,,,Q,,Q,96.3,Q,104.3,Q,105.9,Q,100.6,Y,,,,,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,0
115,12/2/2008,4/3/2013,Y,Empregador ,4.3,750,ASSISTENTE,750,ASSISTENTE,1014,Purchasing,Finance,SOLTEIRO,SUPERIOR COMPLETO,25.7479452054795,21.4109589041096,H,100,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
116,12/10/2008,          ,N,,10.1,839,GERENTE,751,ESPECIALISTA,1231,Reinforcement,Operations,CASADO,SUPERIOR COMPLETO,41,32.8657534246575,M,600,SR Mgmt & Experts,,,,0.999999999999999,,,,0,Q,,Q,93.3,Q,110.2,Q,121.8,Q,103.8,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,1
117,12/8/2008,10/15/2014,Y,Funcionário,5.9,650,ASSISTENTE,650,ASSISTENTE,1250,Maintenance,Operations,SEPARADO,SUPERIOR COMPLETO,37.5643835616438,31.7095890410959,M,100,Entry Level,,,,,,,,,Q,,D,96,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,0
118,1/21/2009,5/10/2010,Y,Funcionário,1.3,752,ANALISTA JR,752,ANALISTA JR,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,24.1890410958904,22.8904109589041,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
119,5/6/2009,6/20/2012,Y,Funcionário,3.1,666,DIRETORIA,666,DIRETORIA,1120,Strategy & New Products,Strategy & New Products,CASADO,ENSINO MÉDIO COMPLETO,41.172602739726,38.0465753424658,H,700,Organizational Leaders,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
120,6/1/2009,4/15/2011,Y,Funcionário,1.9,756,GERENTE,756,GERENTE,1230,Implementation,Operations,CASADO,SUPERIOR COMPLETO,30.6602739726027,28.7890410958904,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
121,6/2/2009,9/16/2011,Y,Empregador ,2.3,641,SUPERVISOR,641,SUPERVISOR,1230,Implementation,Operations,SOLTEIRO,SUPERIOR COMPLETO,38.3945205479452,36.1041095890411,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122,8/3/2009,5/31/2011,Y,Empregador ,1.8,760,GERENTE,760,GERENTE,1010,Accounting & Tax,Finance,CASADO,PÓS GRADUAÇÃO                      ,42.9835616438356,41.158904109589,H,600,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
123,8/17/2009,6/18/2010,Y,Funcionário,0.8,752,ANALISTA JR,752,ANALISTA JR,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,26.5972602739726,25.7616438356164,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
124,9/22/2009,11/16/2012,Y,Funcionário,3.2,800,GERENTE,687,ANALISTA PL,1010,Accounting & Tax,Finance,SEPARADO,SUPERIOR COMPLETO,32.8739726027397,29.7205479452055,H,600,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,0
125,10/1/2009,4/8/2011,Y,Funcionário,1.5,650,ASSISTENTE,650,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,26.3890410958904,24.8712328767123,M,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
126,10/1/2009,12/1/2010,Y,Funcionário,1.2,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,TÉCNICO COMPLETO                   ,25.641095890411,24.4739726027397,H,200,Entry Level,,,,,,,,,,,,,,,Q,102,Q,101.8,,,,,Y,,,,,,Y,,,,,,,,,,,,,,0
127,1/4/2010,          ,N,,9.0,769,COORDENADOR,650,ASSISTENTE,1014,Purchasing,Finance,SOLTEIRO,SUPERIOR COMPLETO,26,19.1232876712329,H,300,Coord & Exp.Professionals,250.05,0,1.91666666666667,2,175.316666666667,0,0,0,D,,Q,94,Q,104.3,Q,100.5,D,75.8,,,,,,,Y,Y,Y,Y,Y,,,,Y,Y,,,,,,,,,0
128,3/1/2010,          ,N,,8.8,899,COORDENADOR,710,ANALISTA JR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,32,25.3287671232877,M,400,Middle Mgmt & Exp.Professionals,46.1,0.933333333333333,0,2,2.35,1.05,0,0,Q,,E,91.5,E,125,O,129.8,O,125.3,,,,Y,Y,,Y,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,Y,,,,1
129,3/10/2010,          ,N,,8.8,796,COORDENADOR,650,ASSISTENTE,1280,Service Delivery,Operations,CASADO,TÉCNICO COMPLETO                   ,35,28.0712328767123,M,400,Middle Mgmt & Exp.Professionals,3.98333333333333,9.81666666666667,0,32,10.0833333333333,5.28333333333333,0,0,Q,,D,87.7,Q,101,Q,91,Q,100.9,,,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,,Y,,,,,,,0
130,4/6/2010,2/11/2011,Y,Funcionário,0.9,768,GERENTE SR,768,GERENTE SR,1230,Implementation,Operations,CASADO,SUPERIOR COMPLETO,41.4547945205479,40.6027397260274,M,650,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
131,4/6/2010,          ,N,,8.7,1045,GERENTE SR,767,GERENTE,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,41,34.2054794520548,M,650,SR Mgmt & Experts,,,,0,,,,0,E,,E,98.2,E,119.6,E,106.8,Q,102.8,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,,,,,,,Y,,1
132,4/6/2010,1/13/2012,Y,Empregador ,1.8,766,ASSISTENTE,766,ASSISTENTE,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,22.1232876712329,20.3506849315068,H,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
133,5/3/2010,8/22/2013,Y,Empregador ,3.3,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,CASADO,TÉCNICO COMPLETO                   ,56,52.6931506849315,H,200,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
134,5/17/2010,10/31/2012,Y,Funcionário,2.5,799,ANALISTA PL,696,ANALISTA SR,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,34.4027397260274,31.9424657534247,H,300,Coord & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,0
135,7/1/2010,          ,N,,8.5,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,46,39.1068493150685,H,200,Entry Level,,,,0,,,,0,Q,,Q,97.5,Q,100,Q,101.2,Q,103.5,,,,,,,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
136,7/5/2010,4/11/2011,Y,Empregador ,0.8,641,SUPERVISOR,641,SUPERVISOR,1230,Implementation,Operations,SEPARADO,SUPERIOR COMPLETO,44.6684931506849,43.9013698630137,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
137,7/6/2010,          ,N,,8.5,755,GERENTE,772,COORDENADOR,1220,Engineering,Operations,CASADO,MESTRADO                           ,38,31.1315068493151,M,600,SR Mgmt & Experts,,,,0,,,,0,Q,,Q,81,Q,105.4,Q,101,E,103,,Y,,,,,Y,Y,Y,Y,Y,,,Y,,Y,,Y,Y,,,,,,1
138,7/8/2010,10/26/2010,Y,Funcionário,0.3,714,ANALISTA PL,714,ANALISTA PL,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,22.572602739726,22.2712328767123,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,7/16/2010,          ,N,,8.5,725,COORDENADOR,622,ANALISTA PL,1040,HR,HR & Facilities,CASADO,SUPERIOR COMPLETO,38,31.7178082191781,M,400,Middle Mgmt & Exp.Professionals,327.95,0,15.4666666666667,0,211,0,2.86666666666667,0,Q,,Q,87.5,,,E,108.5,Q,105.1,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,1
140,7/20/2010,2/1/2011,Y,Empregador ,0.5,773,DIRETORIA,773,DIRETORIA,1040,HR,HR & Facilities,SEPARADO,PHD                                ,52.8493150684932,52.3123287671233,M,700,Organizational Leaders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
141,10/1/2010,3/12/2012,Y,Empregador ,1.4,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,26.7780821917808,25.3315068493151,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
142,10/18/2010,          ,N,,8.2,672,ASSISTENTE,778,ASSISTENTE,1290,Power Solutions,Operations,SOLTEIRO,SUPERIOR COMPLETO,25,18.7424657534247,H,100,Entry Level,90.9666666666667,25.0166666666667,16.5166666666667,0,22.5333333333333,1.78333333333333,10.5,0,Q,,Q,89.4,Q,110,Q,97.7,Q,99.3,,Y,,,,Y,Y,Y,Y,Y,Y,,,,Y,,,Y,,,,,,,0
143,10/18/2010,5/23/2012,Y,Empregador ,1.6,685,ASSISTENTE,685,ASSISTENTE,1013,Treasury,Finance,SOLTEIRO,SUPERIOR COMPLETO,25.7780821917808,24.1808219178082,H,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
144,10/19/2010,1/11/2011,Y,Empregador ,0.2,779,ANALISTA PL,779,ANALISTA PL,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,28.6164383561644,28.386301369863,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
145,10/26/2010,1/23/2011,Y,Empregador ,0.2,781,SUPERVISOR,781,SUPERVISOR,1040,HR,HR & Facilities,CASADO,PÓS GRADUAÇÃO                      ,44.9041095890411,44.6602739726027,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
146,11/1/2010,1/13/2012,Y,Empregador ,1.2,783,ANALISTA PL,783,ANALISTA PL,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,28.5616438356164,27.3616438356164,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
147,11/3/2010,6/9/2011,Y,Funcionário,0.6,784,GERENTE SR,784,GERENTE SR,1250,Maintenance,Operations,CASADO,MESTRADO                           ,41.7013698630137,41.1041095890411,H,650,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
148,12/6/2010,8/18/2011,Y,Funcionário,0.7,686,ASSISTENTE,686,ASSISTENTE,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,22.8438356164384,22.1452054794521,M,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
149,12/6/2010,          ,N,,8.1,696,ANALISTA SR,714,ANALISTA PL,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,33,26.6301369863014,H,300,Coord & Exp.Professionals,138.25,0,27.4166666666667,10,43.7666666666667,0,4.51666666666667,0,Q,,Q,95,Q,100,E,109.8,Q,102.8,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,,,Y,,1
150,12/6/2010,          ,N,,8.1,840,ANALISTA PL,788,ANALISTA JR,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,30,23.4739726027397,M,300,Coord & Exp.Professionals,92.9666666666667,0,5,0,23.75,0,1.1,0,Q,,Q,93,Q,100,Q,104.5,Q,99,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,,,,Y,,,,,1
151,12/15/2010,8/15/2011,Y,Funcionário,0.7,789,ASSISTENTE,789,ASSISTENTE,1230,Implementation,Operations,SOLTEIRO,SUPERIOR COMPLETO,30.2958904109589,29.6301369863014,M,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
152,12/13/2010,11/23/2012,Y,Empregador ,1.9,744,ANALISTA PL,744,ANALISTA PL,1051,IT - Infra,IT,SOLTEIRO,SUPERIOR COMPLETO,24.613698630137,22.6657534246575,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
153,1/3/2011,          ,N,,8.0,955,GERENTE,743,GERENTE,1100,Sales,Sales,SOLTEIRO,SUPERIOR COMPLETO,30,24.1780821917808,M,400,Middle Mgmt & Exp.Professionals,,,,0,,,,0,Q,,D,93.5,E,115,D,90.9,Q,108.3,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,,,,,Y,,,,1
154,4/1/2011,          ,N,,7.8,825,ANALISTA SR,783,ANALISTA PL,1016,Lease Abstraction,Finance,CASADO,SUPERIOR COMPLETO,38,32.2493150684932,M,300,Coord & Exp.Professionals,90.5666666666667,8.5,16.25,0,48.9333333333333,0,17.05,0,Q,,Q,95,Q,100.3,Q,100,Q,102.3,,,,,,Y,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,,,Y,,1
155,5/2/2011,7/3/2017,Y,Empregador ,6.2,681,DIRETORIA,681,DIRETORIA,1120,Strategy & New Products,Strategy & New Products,CASADO,PÓS GRADUAÇÃO                      ,47.9013698630137,41.7260273972603,H,700,Organizational Leaders,,,,0,,,,0,Q,,Q,88,Q,94.9,Q,105.3,Q,111.5,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,,,,,,0
156,5/2/2011,10/14/2011,Y,Funcionário,0.5,791,DIRETORIA,791,DIRETORIA,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,31.4027397260274,30.9506849315068,H,700,Organizational Leaders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157,5/2/2011,          ,N,,7.7,773,DIRETORIA,773,DIRETORIA,1040,HR,HR & Facilities,CASADO,SUPERIOR COMPLETO,48,42.5342465753425,M,700,Organizational Leaders,,,,0,,,,0,E,,E,0,,,Q,109.7,E,114.6,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,,,,,0
158,5/4/2011,          ,N,,7.7,742,COORDENADOR,742,COORDENADOR,1300,Site Acquisition,Operations,CASADO,TÉCNICO COMPLETO                   ,42,36.5342465753425,H,300,Coord & Exp.Professionals,43.3366666666667,0,2.16666666666667,0,128.383333333333,0,0,0,Q,,Q,89,Q,100,Q,93.8,Q,99.5,,,,,,,Y,Y,Y,Y,Y,,,Y,Y,Y,,,,,,,,,0
159,5/4/2011,          ,N,,7.7,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,TÉCNICO COMPLETO                   ,40,34.3260273972603,H,200,Entry Level,,,,0,,,,0,Q,,E,99.9,E,125,E,108,E,108.8,,,,,,,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,0
160,5/16/2011,1/7/2013,Y,Empregador ,1.6,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,55.9479452054794,54.2986301369863,H,200,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0
161,6/1/2011,          ,N,,7.6,851,ANALISTA SR,641,SUPERVISOR,1290,Power Solutions,Operations,CASADO,TÉCNICO COMPLETO                   ,46,40.3890410958904,H,300,Coord & Exp.Professionals,73.8666666666667,0.683333333333333,0,19,13.3,0.55,0.416666666666667,0,E,,Q,93.8,Q,100,Q,91.3,Q,101.3,Y,,,,,,Y,Y,Y,Y,Y,,,,,,,,,Y,,,,,1
162,6/1/2011,8/29/2011,Y,Empregador ,0.2,792,ASSISTENTE,792,ASSISTENTE,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,23.5041095890411,23.2602739726027,M,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
163,6/20/2011,3/3/2014,Y,Empregador ,2.7,744,ANALISTA PL,744,ANALISTA PL,1051,IT - Infra,IT,CASADO,SUPERIOR COMPLETO,39.4849315068493,36.7808219178082,H,200,Entry Level,,,,,,,,,Q,,,,,,,,,,Y,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,0
164,6/27/2011,10/17/2011,Y,Empregador ,0.3,768,GERENTE SR,768,GERENTE SR,1230,Implementation,Operations,SOLTEIRO,SUPERIOR COMPLETO,36.9068493150685,36.6,H,650,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,7/1/2011,5/16/2013,Y,Empregador ,1.9,672,ASSISTENTE,672,ASSISTENTE,1250,Maintenance,Operations,CASADO,TÉCNICO COMPLETO                   ,34.6575342465753,32.7808219178082,H,100,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
166,7/18/2011,12/15/2014,Y,Empregador ,3.4,804,GERENTE,804,GERENTE,1014,Purchasing,Finance,CASADO,PÓS GRADUAÇÃO                      ,32.3835616438356,28.9698630136986,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,E,,E,95,,,,,,,,,,,,,Y,Y,Y,,,,Y,,Y,,,,,,,,,,0
167,8/1/2011,          ,N,,7.4,825,ANALISTA SR,806,ANALISTA SR,1018,Landlord,Finance,CASADO,SUPERIOR COMPLETO,38,32.4109589041096,H,300,Coord & Exp.Professionals,180.933333333333,0,2.25,3,63.85,0,0,0,D,,Q,75,Q,100,E,100,Q,106.6,,,,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,0
168,8/1/2011,6/20/2013,Y,Empregador ,1.9,805,COORDENADOR,805,COORDENADOR,1012,FP&A,Finance,SOLTEIRO,PÓS GRADUAÇÃO                      ,32.1506849315069,30.2630136986301,M,400,Middle Mgmt & Exp.Professionals,,,,,,,,,Q,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
169,8/1/2011,9/16/2013,Y,Funcionário,2.1,807,ANALISTA PL,807,ANALISTA PL,1032,Licensing,Legal,SOLTEIRO,SUPERIOR COMPLETO,28.2219178082192,26.0931506849315,M,200,Entry Level,,,,,,,,,D,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
170,8/8/2011,          ,N,,7.4,898,ANALISTA PL,808,ASSISTENTE,1041,Facilities,HR & Facilities,SOLTEIRO,SUPERIOR COMPLETO,33,27.7698630136986,M,300,Coord & Exp.Professionals,201.783333333333,0,16.4833333333333,6,70,28.9,7.81666666666667,0,Q,,Q,95.2,Q,105,D,88,Q,104.8,,,,,,,Y,Y,Y,Y,Y,,,,Y,Y,,Y,,,,,,,0
171,8/8/2011,          ,N,,7.4,696,ANALISTA SR,696,ANALISTA SR,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,48,42.7452054794521,H,300,Coord & Exp.Professionals,75.4833333333333,0,25.95,2,28.4833333333333,0,5.51666666666667,0,Q,,Q,90.5,Q,102,Q,92.5,Q,96.6,,,,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,0
172,8/15/2011,          ,N,,7.4,809,GERENTE,809,GERENTE,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,44,38.1534246575342,H,600,SR Mgmt & Experts,,,,0,,,,0,O,,Q,89.5,Q,100,Q,112,Q,106.8,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,,,,,,,0
173,8/17/2011,          ,N,,7.4,1068,GERENTE SR,725,COORDENADOR,1040,HR,HR & Facilities,CASADO,PÓS GRADUAÇÃO                      ,39,33.6356164383562,H,600,SR Mgmt & Experts,,,,0,,,,0,E,,E,88,E,110.3,E,114,E,107.3,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,,,,Y,,,Y,1
174,8/22/2011,2/1/2012,Y,Funcionário,0.4,810,GERENTE,810,GERENTE,1010,Accounting & Tax,Finance,CASADO,SUPERIOR COMPLETO,32.572602739726,32.1260273972603,M,600,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
175,8/22/2011,8/2/2013,Y,Empregador ,1.9,643,GERENTE,643 ,GERENTE,1013,Treasury,Finance,CASADO,PÓS GRADUAÇÃO                      ,38.4438356164384,36.4958904109589,H,600,SR Mgmt & Experts,,,,,,,,,Q,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,0
176,8/22/2011,11/18/2013,Y,Empregador ,2.2,737,COORDENADOR,737,COORDENADOR,1250,Maintenance,Operations,CASADO,PÓS GRADUAÇÃO                      ,37.2931506849315,35.0493150684931,H,400,Middle Mgmt & Exp.Professionals,,,,,,,,,D,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,0
177,9/1/2011,11/21/2011,Y,Funcionário,0.2,606,GERENTE,606,GERENTE,1230,Implementation,Operations,SOLTEIRO,PÓS GRADUAÇÃO                      ,34.0191780821918,33.7972602739726,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
178,9/1/2011,4/7/2017,Y,Empregador ,5.6,834,ASSISTENTE,811,ASSISTENTE,1032,Licensing,Legal,SOLTEIRO,SUPERIOR COMPLETO,28.9643835616438,23.3616438356164,H,100,Entry Level,22.2666666666667,14.1,0,14,3.28333333333333,0.066666666666667,0,0,D,,Q,96,D,,D,77.2,Q,95.1,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,,,,,,,,0
179,9/19/2011,          ,N,,7.3,1063,COORDENADOR,812,ANALISTA JR,1014,Purchasing,Finance,SOLTEIRO,SUPERIOR COMPLETO,29,23.586301369863,M,400,Middle Mgmt & Exp.Professionals,156.283333333333,0,1.3,3,42.1833333333333,0,0,0,E,,Q,99.5,E,115,O,132,E,114.3,,,,,Y,,Y,Y,Y,Y,Y,,,,Y,,Y,,,Y,,Y,,Y,1
